"","IP","USER_ID","START_DATE","END_DATE","TIMER_total","FINISHED","MOBILE","ENVIRONMENT_INTEREST","ENVIRONMENT_FOLLOW","ENVIRONMENT_PREFERENCE","GOV_EVALUATION","GOV_TRUST","IDEOLOGY","CHILDREN","CHILDREN_young","FACTORIES_relatives","AGE","EDUCATION","INCOME","HOME","GENDER","HEBREW","RELEVANCE_exp","SYMBOL","SYMBOL_bi","t1","AIR_order","WASTE_order","INFORMATION_air","INFORMATION_waste","CONDITION_air","CONDITION_waste","AREA_reside","CITY_reside_raw","CITY_reside_he","CITY_reside_en","AREA_work","CITY_reside_youth","AREA_reside_haifa","AREA_work_haifa","AREA","AREA_names","TRUST_air_q1","TRUST_air_q2","TRUST_air_q3","TRUST_air_q4","TRUST_air_q5","TRUST_air_q6","TRUST_air_competence","TRUST_air_benevolence","TRUST_air_integrity","TRUST_air_INDEX","TRUST_air_timer","TRUST_waste_q1","TRUST_waste_q2","TRUST_waste_q3","TRUST_waste_q4","TRUST_waste_q5","TRUST_waste_q6","TRUST_waste_competence","TRUST_waste_benevolence","TRUST_waste_integrity","TRUST_waste_INDEX","TRUST_waste_timer","IMC_item","IMC","ELABORATION_air_q1","ELABORATION_air_q2","ELABORATION_air_q3","ELABORATION_air_q4","ELABORATION_air_q5","ELABORATION_air_q2.r","ELABORATION_air_q5.r","ELABORATION_air_INDEX","ELABORATION_air_INDEX_01","ELABORATION_waste_q1","ELABORATION_waste_q2","ELABORATION_waste_q3","ELABORATION_waste_q4","ELABORATION_waste_q5","ELABORATION_waste_q2.r","ELABORATION_waste_q5.r","ELABORATION_waste_INDEX","ELABORATION_waste_INDEX_01","ELABORATION_air_time","ELABORATION_waste_time","ELABORATION_air_time_log","ELABORATION_waste_time_log","ELABORATION_total_time_log","MEMORY_air_correct","MEMORY_air_incorrect","MEMORY_air_score","MEMORY_waste_correct","MEMORY_waste_incorrect","MEMORY_waste_score","MEMORY_total","RELEVANCE_air_obs","RELEVANCE_waste_obs","RECOGNIZE_waste_real","RECOGNIZE_air_real","RECOGNIZE_SVIVA_logo","AFFECT_waste_real","AFFECT_air_real","AFFECT_waste_fake","AFFECT_air_fake","SYMBOL_n","INFORMATION_air_n","RELEVANCE_exp_n","INFORMATION_waste_n","REPETITION_elaboration","RELEVANCE_exp_treat_text","RELEVANCE_exp_control_text","WITHIN_DELTA"
"262","46.19.86.129",269298,2018-01-28 15:07:00,2018-01-28 15:15:00,8,1,1,5,5,5,5,5,7,1,1,0,31,7,3,1,0,1,1,"1",1," Mobile_air e    ",1,2,0,1,"E","B",2,"חיפה ","חיפה","HAIFA",2,"חיפה",1,1,1,"Haifa-Bay",1,1,1,1,1,4,1,1,2.5,1.5,42.449,6,5,6,6,5,5,5.5,6,5,5.5,26.588,"009",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,3,4,4,3,4,3,2.75,33.726,14.571,3.54748868592195,2.74541020985929,3.89786322727011,NA,NA,NA,2,0,2,2,1,5,5,5,1,5,6,4,1,"1 fake symbols","0 weak policy","1 treatment","1 strong policy",0,"זיהום אויר מכיוון המפרץ (מפעלים)","",4
"263","79.183.48.3",231752,2018-01-28 15:06:00,2018-01-28 15:15:00,9,1,0,NA,NA,NA,5,5,5,0,0,0,24,4,1,2,0,1,0,"2",2,"   air d  ",1,2,0,1,"D","A",2," חיפה","חיפה","HAIFA",2,"חיפה",1,1,1,"Haifa-Bay",4,3,5,5,4,4,3.5,5,4,4.16666666666667,20.28,6,5,6,5,5,5,5.5,5.5,5,5.33333333333333,13.618,"90",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,4,5,2,7,6,5.6,5.75,21.108,20.028,3.09593953397102,3.0458548829572,3.74090248218109,NA,NA,NA,0,1,0,0,5,5,3,6,5,5,2,NA,NA,"2 Real symbols","0 weak policy","0 control","1 strong policy",0,"","שינוי בתפיסת העולם , יצירה למען אנושות טובה יותר.",1.16666666666667
"264","2.53.5.156",309675,2018-01-28 14:58:00,2018-01-28 15:15:00,17,1,1,NA,NA,NA,2,2,6,0,0,NA,18,4,3,2,1,1,0,"1",1," Mobile waste b    ",2,1,0,1,"E","B",3," ראשון לציון","ראשון לציון","RISHON LEZION",3,"ראשון לציון",0,0,0,"Center",3,3,5,5,4,4,3,5,4,4,38.595,5,4,4,4,5,4,4.5,4,4.5,4.33333333333333,157.467,"009",1,1,6,4,4,6,2,2,2.6,2.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.313,65.415,3.5921758038805,4.19592293458447,4.62230258472839,2,0,2,NA,NA,NA,2,2,7,2,6,7,5,6,3,3,"1 fake symbols","0 weak policy","0 control","1 strong policy",0,"","התחום עצמו מרתק",0.333333333333333
"265","89.237.90.147",26929,2018-01-28 15:09:00,2018-01-28 15:16:00,7,1,0,6,7,7,3,2,7,1,0,NA,80,8,3,2,0,1,1,"0",1,"     waste f",2,1,1,0,"C","F",3,"נתניה ","נתניה","NATANIA",3,"ירושלים",0,0,0,"Center",3,3,4,3,3,4,3,3.5,3.5,3.33333333333333,29.803,5,5,6,5,4,4,5,5.5,4,4.83333333333333,36.21,"09",1,6,2,6,6,6,6,2,5.2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.744,9.593,1.74815583174592,2.36019340561436,2.73026820966864,1,1,0,NA,NA,NA,0,4,6,4,3,2,5,2,NA,NA,"0 no symbols","1 strong policy","1 treatment","0 weak policy",0,"מחסור בשטחים ירוקים, פקקים בכביש החוף","",-1.5
"266","37.26.147.180",388301,2018-01-28 15:10:00,2018-01-28 15:17:00,7,1,1,NA,NA,NA,3,2,6,0,0,NA,26,7,4,2,1,1,0,"2",2,"Mobile_waste d     ",2,1,1,0,"A","D",5," ראשון לציון","ראשון לציון","RISHON LEZION",5,"ראשון לציון",0,0,0,"Center",3,4,4,5,3,2,3.5,4.5,2.5,3.5,20.249,4,3,3,5,4,5,3.5,4,4.5,4,41.118,"009",1,1,6,2,6,6,2,2,2.6,1.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.795,13.342,2.05348250250974,2.66319229546038,3.0510250593027,1,0,1,NA,NA,NA,1,1,5,2,1,1,5,5,NA,NA,"2 Real symbols","1 strong policy","0 control","0 weak policy",0,"","העלאה בשכר",-0.5
"267","199.203.186.52",425227,2018-01-28 15:06:00,2018-01-28 15:17:00,11,1,0,4,4,7,1,1,7,0,0,NA,24,4,2,2,0,1,1,"0",1,"     waste c",2,1,0,1,"F","C",3,"נווה ירק ","אחר (שפלה)","OTHER",3,"פתח תקווה ",0,0,0,"Center",1,1,1,1,1,4,1,1,2.5,1.5,26.456,7,4,4,5,5,3,5.5,4.5,4,4.66666666666667,56.086,"09",1,4,4,4,4,1,4,7,4.6,4.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.822,40.18,3.86748578466041,3.71795270159964,4.47735954149267,2,0,2,NA,NA,NA,2,3,5,1,1,1,6,7,NA,NA,"0 no symbols","0 weak policy","1 treatment","1 strong policy",0,"יתושים","",3.16666666666667
"268","37.142.162.236",348876,2018-01-28 15:12:00,2018-01-28 15:18:00,6,1,1,5,1,4,6,7,0,1,1,NA,22,4,3,2,1,1,1,"0",1,"  Mobile_waste c   ",2,1,0,1,"F","C",3,"נתניה ","נתניה","NATANIA",3,"נתניה",0,0,0,"Center",4,4,6,4,5,4,4,5,4.5,4.5,22.734,3,5,5,5,5,4,4,5,4.5,4.5,29.975,"009",1,1,3,7,3,2,5,6,4.4,4.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.33,7.483,1.67335123817775,2.1380641608256,2.55046028052744,0,1,0,NA,NA,NA,0,1,1,1,1,3,3,3,NA,NA,"0 no symbols","0 weak policy","1 treatment","1 strong policy",0,"מדרכות","",0
"269","81.218.33.195",374786,2018-01-28 15:11:00,2018-01-28 15:18:00,7,1,0,1,2,1,5,5,2,1,1,0,39,7,5,1,0,2,1,"0",1,"     waste f",2,1,1,0,"C","F",2,"Haifa ","חיפה","HAIFA",2,"חעפה",1,1,1,"Haifa-Bay",5,5,2,5,5,5,5,3.5,5,4.5,17.763,5,5,2,5,5,4,5,3.5,4.5,4.33333333333333,25.534,"09",1,1,5,1,1,1,3,7,2.6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.386,11.287,1.68380299438941,2.50854179288543,2.81379064457832,1,0,1,NA,NA,NA,1,1,1,1,1,1,4,3,NA,NA,"0 no symbols","1 strong policy","1 treatment","0 weak policy",0,"זיהום אוויר","",0.166666666666667
"270","77.138.61.129",232567,2018-01-28 15:12:00,2018-01-28 15:19:00,7,1,0,NA,NA,NA,5,5,5,1,1,0,38,7,4,1,0,1,0,"1",1,"    air e ",1,2,0,1,"E","B",2," קרית מוצקין","קרית מוצקין","QIRYAT MOZKIN",2,"קרית שמונה",1,1,1,"Haifa-Bay",1,1,1,1,2,2,1,1,2,1.33333333333333,35.236,5,5,5,5,5,4,5,5,4.5,4.83333333333333,16.029,"90",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2,5,5,2,6,6,5.6,5.75,22.564,16.85,3.15972012365944,2.88200350822565,3.6991762595913,NA,NA,NA,0,0,0,0,7,6,1,6,5,5,6,3,5,"1 fake symbols","0 weak policy","0 control","1 strong policy",0,"","אין צורך, קיימת ""הצפה"" של אנשים העוסקים בתחום זה",3.5
"271","77.138.63.184",153523,2018-01-28 15:13:00,2018-01-28 15:20:00,7,1,1,4,3,6,4,4,5,0,0,0,38,4,1,2,1,1,1,"1",1," Mobile waste b    ",2,1,0,1,"E","B",2,"קרית מוצקין ","קרית מוצקין","QIRYAT MOZKIN",2,"קרית מוצקין",1,1,1,"Haifa-Bay",4,4,3,4,3,3,4,3.5,3,3.5,23.16,4,4,5,4,4,4,4,4.5,4,4.16666666666667,31.82,"009",1,1,5,4,4,4,3,4,3.2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.033,9.627,1.79724439945862,2.36339793239056,2.75110969056266,1,0,1,NA,NA,NA,1,3,4,1,5,1,4,5,4,3,"1 fake symbols","0 weak policy","1 treatment","1 strong policy",0,"לא יודעת","",0.666666666666667
"272","5.22.134.98",357760,2018-01-28 15:14:00,2018-01-28 15:21:00,7,1,1,NA,NA,NA,4,4,3,0,0,0,19,4,3,2,0,1,0,"2",2,"Mobile_air a     ",1,2,1,0,"A","D",2," חיפה","חיפה","HAIFA",1,"חיפה",1,0,1,"Haifa-Bay",7,6,7,7,6,6,6.5,7,6,6.5,40.628,4,4,5,5,4,4,4,5,4,4.33333333333333,27.395,"009",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,5,6,5,3,3,3.6,3,18.538,24.323,2.97236128723075,3.23171307366969,3.78102554254743,NA,NA,NA,1,2,0,0,5,3,1,1,7,6,7,NA,NA,"2 Real symbols","1 strong policy","0 control","0 weak policy",0,"","משכורת גבוהה יותר",2.16666666666667
"273","212.179.21.197",365130,2018-01-28 14:57:00,2018-01-28 15:21:00,24,1,0,NA,NA,NA,4,4,2,0,0,NA,20,4,3,2,1,1,0,"2",2,"   air a  ",1,2,1,0,"A","D",3," נתניה","נתניה","NATANIA",4,"נתניה",0,0,0,"Center",5,6,6,6,6,5,5.5,6,5.5,5.66666666666667,251.126,4,2,3,2,2,6,3,2.5,4,3.16666666666667,60.845,"90",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,4,6,3,5,5,5,4.75,31.918,41.712,3.49401962062188,3.75447991119789,4.3125425711433,NA,NA,NA,0,1,0,0,2,4,5,5,3,5,4,NA,NA,"2 Real symbols","1 strong policy","0 control","0 weak policy",0,"","אני אישית מתעסקת ברכש ותקציבים בצבא, למקצוע הזה צריך סבלנות, אהבת הזולת ולהיות בן אדם שירותי. מה שעשוי למשוך אנשים למקצוע זה הם בעיקר התעסקות עם כסף וניהולו, לאהוב לעזור לאנשים ולהיות בעל סמכות.",2.5
"274","77.138.61.204",333851,2018-01-28 15:13:00,2018-01-28 15:22:00,9,1,1,NA,NA,NA,4,4,2,0,0,1,23,4,2,2,1,1,0,"1",1," Mobile_air b    ",1,2,1,0,"B","E",2," קרית אתא","קרית אתא","QIRYAT ATA",2,"קרית אתא",1,1,1,"Haifa-Bay",4,4,6,6,5,4,4,6,4.5,4.83333333333333,54.008,4,4,6,6,6,6,4,6,6,5.33333333333333,15.058,"009",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,2,5,5,2,3,2.6,2,20.974,8.657,3.08985993627869,2.26768304098478,3.42201256804274,NA,NA,NA,0,0,0,0,5,5,5,4,5,4,5,4,3,"1 fake symbols","1 strong policy","0 control","0 weak policy",0,"","שכר שתואם את העבודה תכלס, הערכה לתפקיד והכרה בו כעובד מדינה לכל דבר",-0.5
"275","31.210.187.173",98708,2018-01-28 15:15:00,2018-01-28 15:22:00,7,1,1,6,5,6,4,3,7,1,1,0,43,6,4,1,1,1,1,"0",1,"  Mobile_air f   ",1,2,0,1,"F","C",2,"חיפה ","חיפה","HAIFA",2,"קרית טבעון",1,1,1,"Haifa-Bay",2,2,2,2,2,2,2,2,2,2,41.262,5,4,6,5,5,5,4.5,5.5,5,5,32.026,"009",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,3,6,2,3,6,3.8,3.25,39.041,25.034,3.68990392916012,3.25940337604427,4.17554045088063,NA,NA,NA,2,0,2,2,6,6,1,1,5,7,4,NA,NA,"0 no symbols","0 weak policy","1 treatment","1 strong policy",0,"זיהום אויר","",3
"276","37.142.3.56",114888,2018-01-28 15:16:00,2018-01-28 15:23:00,7,1,0,NA,NA,NA,3,3,6,1,0,0,61,8,3,1,1,1,0,"2",2,"   waste a  ",2,1,0,1,"D","A",2," חיפה","חיפה","HAIFA",2,"חיפה",1,1,1,"Haifa-Bay",2,3,3,2,2,3,2.5,2.5,2.5,2.5,31.572,6,5,6,6,5,5,5.5,6,5,5.5,34.338,"09",1,5,5,5,3,1,3,7,4.6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.86,9.625,2.88256357544835,2.36320971481048,3.31364040131262,1,0,1,NA,NA,NA,1,7,6,6,7,1,6,5,NA,NA,"2 Real symbols","0 weak policy","0 control","1 strong policy",0,"","תפישתו כשותף עסקי",3
"277","37.142.81.188",305033,2018-01-28 15:17:00,2018-01-28 15:23:00,6,1,1,NA,NA,NA,5,5,5,1,1,NA,35,7,4,1,1,1,0,"0",1,"  Mobile_air f   ",1,2,0,1,"F","C",3," ראשון לציון","ראשון לציון","RISHON LEZION",3,"תל אביב",0,0,0,"Center",5,5,5,5,5,5,5,5,5,5,16.282,5,5,5,5,5,5,5,5,5,5,6.778,"009",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,3,3,5,2,3,2.4,2.25,24.991,6.715,3.25775032425026,2.04316648581512,3.4875585473102,NA,NA,NA,1,0,1,1,2,7,6,6,5,6,5,NA,NA,"0 no symbols","0 weak policy","0 control","1 strong policy",0,"","סבלנות ואהבה למקצוע",0
"278","212.235.115.124",410308,2018-01-28 15:17:00,2018-01-28 15:24:00,7,1,0,5,5,6,2,1,3,1,1,1,33,8,2,2,1,1,1,"1",1,"    air b ",1,2,1,0,"B","E",2,"קרית חיים ","קרית חיים","QIRYAT HAIM",2,"קריית חיים",1,1,1,"Haifa-Bay",2,5,2,4,3,2,3.5,3,2.5,3,26.933,6,6,7,7,7,7,6,7,7,6.66666666666667,16.121,"90",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2,6,6,1,6,7,6.2,6.25,7.738,2.761,2.16768133052924,1.3246848794882,2.44226007506653,NA,NA,NA,0,2,0,0,7,6,7,3,1,3,3,3,3,"1 fake symbols","1 strong policy","1 treatment","0 weak policy",0,"בתי זיקוק!!!!","",-3.66666666666667
"279","91.207.90.238",131935,2018-01-28 15:17:00,2018-01-28 15:24:00,7,1,0,NA,NA,NA,5,4,2,1,1,NA,43,7,3,1,0,1,0,"0",1,"     waste c",2,1,0,1,"F","C",3," פתח תקווה","פתח תקווה","PETACH TIKVA",4,"רמת גן",0,0,0,"Center",3,4,4,4,4,5,3.5,4,4.5,4,27.533,6,5,6,6,6,6,5.5,6,6,5.83333333333333,29.837,"09",1,5,6,6,5,1,2,7,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.168,14.05,3.43939192746012,2.71137799119488,3.81149523765412,1,0,1,NA,NA,NA,1,3,5,2,1,3,6,6,NA,NA,"0 no symbols","0 weak policy","0 control","1 strong policy",0,"","הכנסה גבוהה",1.83333333333333
"280","37.142.238.154",349039,2018-01-28 15:19:00,2018-01-28 15:25:00,6,1,0,NA,NA,NA,3,3,5,1,1,NA,46,7,2,1,1,1,0,"2",2,"   air d  ",1,2,0,1,"D","A",3," פתח תקווה","פתח תקווה","PETACH TIKVA",4,"רמת גן",0,0,0,"Center",5,5,5,6,6,6,5,5.5,6,5.5,36.259,5,5,5,6,6,6,5,5.5,6,5.5,13.875,"90",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,1,2,5,3,3,2.6,2.75,11.672,4.83,2.53939483507207,1.7630170003624,2.86231516011364,NA,NA,NA,0,0,0,0,3,4,5,5,5,4,5,NA,NA,"2 Real symbols","0 weak policy","0 control","1 strong policy",0,"","לא יודעת",0
"281","212.179.28.215",378646,2018-01-28 15:04:00,2018-01-28 15:26:00,22,1,0,3,4,6,3,3,2,0,0,0,31,7,1,2,1,1,1,"1",1,"    waste b ",2,1,0,1,"E","B",2,"קרית ביאליק ","קרית ביאליק","QIRYAT BIALIK",1,"קרית ים",1,0,1,"Haifa-Bay",3,6,4,5,4,2,4.5,4.5,3,4,47.973,6,6,3,4,5,4,6,3.5,4.5,4.66666666666667,52.184,"09",1,6,2,6,6,1,6,7,6.2,6.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.693,47.69,3.45609583630959,3.88547367019461,4.37428423953572,0,2,0,NA,NA,NA,0,7,6,2,4,4,6,5,6,3,"1 fake symbols","0 weak policy","1 treatment","1 strong policy",0,"זיהום האוויר, וביצות שמביאות הרבה יתושים","",0.666666666666667
"282","46.117.215.189",99985,2018-01-28 15:18:00,2018-01-28 15:27:00,9,1,1,NA,NA,NA,4,4,2,1,0,NA,58,7,4,1,0,1,0,"1",1," Mobile_waste e    ",2,1,1,0,"B","E",3," נתניה","נתניה","NATANIA",3,"חדרה",0,0,0,"Center",6,6,7,7,6,6,6,7,6,6.33333333333333,33.549,6,6,6,6,6,6,6,6,6,6,48.292,"009",1,1,6,3,6,6,2,2,2.8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.135,10.943,2.096175740671,2.48014533268629,2.94853583872302,2,1,1,NA,NA,NA,1,6,6,4,4,3,6,4,6,6,"1 fake symbols","1 strong policy","0 control","0 weak policy",0,"","משכורת מכובדת, וגיבוי של המערכת",0.333333333333333
"283","89.139.201.220",158788,2018-01-28 15:16:00,2018-01-28 15:28:00,12,1,1,NA,NA,NA,4,4,8,1,0,NA,73,5,3,1,1,1,0,"2",2,"Mobile_waste d     ",2,1,1,0,"A","D",3," ראשון לציון","ראשון לציון","RISHON LEZION",3,"ראשון לציון",0,0,0,"Center",6,6,6,6,6,6,6,6,6,6,44.173,6,6,6,6,6,6,6,6,6,6,55.488,"009",1,1,4,4,4,4,4,4,3.4,3.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.107,23.262,2.20904334858568,3.18891134034873,3.47720117465898,2,2,0,NA,NA,NA,0,2,6,6,6,4,5,4,NA,NA,"2 Real symbols","1 strong policy","0 control","0 weak policy",0,"","הגיל",0
"284","79.179.203.14",201699,2018-01-28 15:24:00,2018-01-28 15:30:00,6,1,1,NA,NA,NA,3,2,6,1,1,0,35,8,NA,1,1,1,0,"2",2,"Mobile_waste a     ",2,1,0,1,"D","A",2," חיפה","חיפה","HAIFA",2,"חיפה",1,1,1,"Haifa-Bay",3,3,3,3,3,2,3,3,2.5,2.83333333333333,29.536,5,4,4,4,5,3,4.5,4,4,4.16666666666667,28.617,"009",1,1,3,5,3,4,5,4,3.6,3.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.24,6.984,2.10900034392138,2.07743953900916,2.72287312999385,0,1,0,NA,NA,NA,0,7,7,3,4,5,5,3,NA,NA,"2 Real symbols","0 weak policy","0 control","1 strong policy",0,"","רצון להעמיק ולעזור",1.33333333333333
"285","84.108.248.116",371139,2018-01-28 15:21:00,2018-01-28 15:31:00,10,1,1,NA,NA,NA,2,2,3,0,0,0,29,8,3,2,1,1,0,"1",1," Mobile_air e    ",1,2,0,1,"E","B",2," קרית מוצקין","קרית מוצקין","QIRYAT MOZKIN",1,"נהריה",1,0,1,"Haifa-Bay",1,1,1,1,1,5,1,1,3,1.66666666666667,38.838,5,5,5,5,4,4,5,5,4,4.66666666666667,39.718,"009",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,2,5,5,2,3,2.6,2,30.45,18.177,3.44839898314645,2.95371164429138,3.90453504046224,NA,NA,NA,2,0,2,2,7,4,4,5,1,5,3,5,3,"1 fake symbols","0 weak policy","0 control","1 strong policy",0,"","אהבה לנושאים ביטחוניים, אקטואליה",3
"286","89.237.83.123",376101,2018-01-28 15:18:00,2018-01-28 15:31:00,13,1,1,5,5,7,2,2,6,1,1,0,45,7,1,2,1,2,1,"0",1,"  Mobile_air c   ",1,2,1,0,"C","F",2,"חיפה ","חיפה","HAIFA",2,"ראשון לציון",1,1,1,"Haifa-Bay",2,2,1,2,2,1,2,1.5,1.5,1.66666666666667,95.334,1,1,1,1,1,1,1,1,1,1,28.08,"009",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,1,1,7,1,1,1,1,75.731,74.774,4.34030579881676,4.32775522589209,5.02061862770516,NA,NA,NA,2,0,2,2,4,4,7,5,1,7,7,NA,NA,"0 no symbols","1 strong policy","1 treatment","0 weak policy",0,"זיהום אוויר","",0.666666666666667
"287","37.142.7.19",6494,2018-01-28 15:26:00,2018-01-28 15:32:00,6,1,0,5,5,7,2,1,5,1,0,0,59,8,3,1,0,1,1,"2",2,"   air d  ",1,2,0,1,"D","A",2,"חיפה ","חיפה","HAIFA",2,"חיפה",1,1,1,"Haifa-Bay",1,1,1,1,1,1,1,1,1,1,18.957,6,6,6,6,6,6,6,6,6,6,14.411,"90",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,5,6,2,2,6,5,4.75,24.508,22.872,3.23899212845303,3.17270622402135,3.87908650518188,NA,NA,NA,0,0,0,0,7,7,1,7,1,7,7,NA,NA,"2 Real symbols","0 weak policy","1 treatment","1 strong policy",0,"זיהום אויר חמור והימצאות מתקנים מסוכנים","",5
"288","89.138.85.160",38314,2018-01-28 15:27:00,2018-01-28 15:32:00,5,1,0,NA,NA,NA,3,3,6,1,1,0,41,8,4,1,1,1,0,"0",1,"     air c",1,2,1,0,"C","F",2," קרית מוצקין","קרית מוצקין","QIRYAT MOZKIN",2,"עכו",1,1,1,"Haifa-Bay",5,3,3,3,4,3,4,3,3.5,3.5,33.468,4,3,3,4,4,3,3.5,3.5,3.5,3.5,21.938,"90",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6,2,2,2,2,6,2.8,3,5.613,11.547,1.88903740869253,2.52948159317756,2.89922137317315,NA,NA,NA,0,0,0,0,5,5,3,3,1,6,6,NA,NA,"0 no symbols","1 strong policy","0 control","0 weak policy",0,"","תנאי עבודה",0
"289","37.142.171.217",396331,2018-01-28 15:24:00,2018-01-28 15:34:00,10,1,1,5,5,5,3,4,6,0,0,0,20,4,3,2,0,1,1,"1",1," Mobile_air e    ",1,2,0,1,"E","B",2,"קריית מוצקין ","קרית מוצקין","QIRYAT MOZKIN",2,"קריית מוצקין",1,1,1,"Haifa-Bay",3,4,2,2,4,4,3.5,2,4,3.16666666666667,39.217,4,4,4,4,4,4,4,4,4,4,11.541,"009",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,2,6,6,2,2,2.6,1.75,38.641,8.205,3.67986393618698,2.21974681468504,3.86798751983839,NA,NA,NA,1,1,0,0,5,5,7,7,7,6,6,5,3,"1 fake symbols","0 weak policy","1 treatment","1 strong policy",0,"זיהום אוויר נוראי ממפעלים באיזור התעשייה בחיפה. / זיהום רצועת החוף והים כתוצאה מהזרמת ביוב ושפכים בנוסף להיעדר פיקוח.","",0.833333333333333
"290","109.66.50.158",308629,2018-01-28 15:30:00,2018-01-28 15:35:00,5,1,1,2,2,4,4,3,3,1,1,1,28,4,2,2,1,1,1,"2",2,"Mobile_air d     ",1,2,0,1,"D","A",2,"חיפה ","חיפה","HAIFA",2,"חיפה",1,1,1,"Haifa-Bay",4,3,4,3,3,3,3.5,3.5,3,3.33333333333333,28.267,4,3,4,4,3,3,3.5,4,3,3.5,16.318,"009",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,2,5,3,4,5,3.4,3,5.226,4.793,1.82873407201942,1.75665029211449,2.39962105550564,NA,NA,NA,1,2,0,0,6,4,4,5,1,5,7,NA,NA,"2 Real symbols","0 weak policy","1 treatment","1 strong policy",0,"זיהום אוויר","",0.166666666666667
"291","46.19.85.59",364590,2018-01-28 15:29:00,2018-01-28 15:37:00,8,1,1,NA,NA,NA,3,3,3,1,1,NA,30,7,4,1,1,1,0,"2",2,"Mobile_waste d     ",2,1,1,0,"A","D",3," פתח תקווה","פתח תקווה","PETACH TIKVA",3,"פתח תקווה",0,0,0,"Center",7,6,6,7,7,7,6.5,6.5,7,6.66666666666667,23.272,4,5,5,5,6,4,4.5,5,5,4.83333333333333,34.813,"009",1,1,7,1,6,5,1,3,2.4,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.3,73.782,2.66025953726586,4.31457721431034,4.47826819878697,2,0,2,NA,NA,NA,2,7,4,2,7,1,4,6,NA,NA,"2 Real symbols","1 strong policy","0 control","0 weak policy",0,"","תחושת השפעה  / ",1.83333333333333
"292","82.81.160.69",5314,2018-01-28 15:30:00,2018-01-28 15:38:00,8,1,0,5,5,6,5,5,4,1,0,0,47,8,3,1,1,1,1,"1",1,"    air e ",1,2,0,1,"E","B",2,"קריית ביאליק ","קרית ביאליק","QIRYAT BIALIK",1,"קרית מוצקין",1,0,1,"Haifa-Bay",1,1,1,1,1,1,1,1,1,1,25.888,6,5,4,4,4,4,5.5,4,4,4.5,29.243,"90",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,4,5,4,1,4,7,5.2,5.5,39.9,37.425,3.71113006304876,3.64870828942466,4.36086683683826,NA,NA,NA,0,0,0,0,7,5,2,2,6,4,3,4,2,"1 fake symbols","0 weak policy","1 treatment","1 strong policy",0,"זיהום אוויר ממפעלים קרובים ומסביבת חיפה","",3.5
"293","31.168.14.146",109057,2018-01-28 15:31:00,2018-01-28 15:38:00,7,1,0,NA,NA,NA,3,3,5,1,1,NA,47,5,1,1,1,1,0,"2",2,"   waste a  ",2,1,0,1,"D","A",3," ראשלצ","ראשון לציון","RISHON LEZION",8,"רמת גן",0,0,0,"Center",5,5,5,5,5,5,5,5,5,5,9.19,6,6,5,6,6,6,6,5.5,6,5.83333333333333,35.418,"09",1,7,1,7,7,6,7,2,6,5.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.723,18.176,3.45704196984807,2.95365949713208,3.91000096247651,1,0,1,NA,NA,NA,1,4,7,6,7,6,6,7,NA,NA,"2 Real symbols","0 weak policy","0 control","1 strong policy",0,"","משכורת גבוהה יותר לנשים ",0.833333333333333
